zpid , street , zipcode , city , state , latitude , longitude , price , bedrooms , bathrooms , finishedSqFt , lotSizeSqFt , yearBuilt , yearUpdated , numFloors , view , parkingType , heatingSources , heatingSystem , rooms , neighborhood , schoolDistrict , homeDescription 
40000868,102 Paterson Rd,7023,FANWOOD,NJ,40.63981,-74.393085,NA,3,2,1380,6969,1920,NA,2,NA,Off-street,NA,NA,Dining room,NA,NA,"Completely renovated in 2015, this 1920's colonial with inviting front porch has every update you seek! The home's sunlit open-concept floor plan features hw floors and elegant woodwork. The first floor includes a gourmet kitchen with top of the line ss appliances, new cabinets, and granite countertops. A bright mudroom features French doors which open to parklike yard. The serene second floor bath includes a double vanity, bathtub, and an expansive walk-in shower. All this with brand new electric, plumbing, HVAC, French drain, patio, fireplace, fence, and enclosed laundry, on a beautiful tree-lined street!"
40000872,120 Paterson Rd,7023,FANWOOD,NJ,40.640255,-74.392377,NA,4,3,1850,6534,1928,NA,2,NA,"Off-street, On-street",Gas,Forced air,"Dining room, Family room, Master bath, Office, Walk-in closet",NA,NA,"Spacious, well maintained 4 bedroom, 2.1 bath Colonial with a master bedrm suite set on a tranquil, tree-lined street within walking distance to NYC public transportation, shops, and all schools. This home offers a living room w/gas fireplace, built-in shelving, formal dining room, gourmet kitchen w/oak cabinetry, granite counters, stainless steel appliances, powder room and family room with slider doors leading to the deck. Upstairs are two nice size bedrooms and nursery/office, an updated full bath, and master bedroom suite with full bathroom. A cozy finished basement with storage room and  enclosure for the washer and dryer."
40000877,33 Watson Rd,7023,FANWOOD,NJ,40.639886,-74.392217,NA,4,1.5,1612,6534,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charming col. in move in condition.Featuring updated EI Kit.,New baths,Chestnut trim  and Pella windows1st fl New gas furn.2013,All spacious rooms ,hard wood fls throughout,3 blocks to NY train and bus.Quiet tree tined street.Nicely landscaped."
40000878,25 Watson Rd,7023,FANWOOD,NJ,40.639706,-74.392495,NA,3,3,1024,6534,1938,NA,2,NA,Off-street,Gas,NA,"Breakfast nook, Dining room, Family room, Laundry room, Walk-in closet",NA,NA,"Completely renovated Fanwood jewel. Home features open concept living with designer kitchen including quartz and stainless, new plumbing, new electrical, refinished hardwood floors, new stucco/stone fa?ade, new central air conditioning, finished basement with half bath and laundry room.  Wood burning fireplace in living room.  Slider in living area to large rear deck and backyard.  Less than 1/2 mile from the Fanwood train station."
40000881,15 Watson Rd,7023,FANWOOD,NJ,40.639422,-74.392905,NA,4,2,1637,7244,1968,NA,2,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40000886,86 Farley Ave,7023,FANWOOD,NJ,40.639291,-74.393877,NA,3,4,2678,12537,1923,NA,2,None,Garage - Detached,Gas,Baseboard,"Dining room, Master bath, Office, Workshop, Sun room",NA,NA,Craftsman style
40000887,60 Watson Rd,7023,FANWOOD,NJ,40.640213,-74.390778,NA,4,1.5,2062,6695,1920,NA,NA,NA,Garage - Detached,Gas,NA,NA,NA,NA,"Dutch Colonial w/ great curb appeal 4 Bedrooms 1.5 bath. This home has spacious rooms with living room fireplace that will keep you nice and cozy on a chilly night. Formal dining room for entertaining. Master bedroom has a walkout patio. The enclosed porch is great to sit in on a raining day. Conveniently located near train station, bus, parks, downtown, library and schools. FYI full day kindergarten now being offered to Fanwood residents."
40000892,33 Russell Rd,7023,FANWOOD,NJ,40.64095,-74.389653,NA,4,2,2000,9448,1932,NA,2,NA,Garage - Detached,NA,NA,NA,NA,NA,NA
40000894,23 Russell Rd,7023,FANWOOD,NJ,40.640636,-74.389379,NA,3,2,NA,11121,1928,NA,2,None,Garage - Detached,Gas,Other,"Dining room, Office",NA,NA,NA
40000895,17 Russell Rd,7023,FANWOOD,NJ,40.640485,-74.389218,NA,3,2.5,1900,7078,1925,NA,NA,NA,Garage - Detached,Gas,Baseboard,NA,NA,NA,NA
40000902,38 South Ave,7023,FANWOOD,NJ,40.635691,-74.390847,NA,3,1,999,24920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Single family on large, commercial and light industrial zoned lot. Excellent location on main street. Home has never vinyl siding, thermopane windows, oak and pine floors."
40000904,28 Stagaard Pl,7023,FANWOOD,NJ,40.636718,-74.389322,NA,2,1,872,16008,1950,NA,NA,NA,NA,"Oil, Wood / Pellet",Stove,NA,NA,NA,"Finally a house rental in a great neighborhood, so close to NYC transportation, shopping and schools.This ranch house offers an oversized Eat-in Kitchen, Living Room, 2 Bedrooms with extra bonus room. Basement is partially finished and Washer/Dryer are provided. Note: Tenant pays first $100 of each repair and Renter's Insurance requried. No pets and smoking outside please."
40000906,83 La Grande Ave,7023,FANWOOD,NJ,40.636411,-74.388523,NA,4,2,1309,10013,1950,NA,1,NA,NA,NA,NA,NA,NA,NA,"Meticulously maintained commuters' delight.  Updated kitchen and baths. First floor Family Room.  Spacious recreation room.  Close to train station, bus lines and center of charming Fanwood."
40000907,79 La Grande Ave,7023,FANWOOD,NJ,40.636319,-74.388728,NA,4,2,1060,6091,1950,2015,2,NA,None,NA,NA,"Dining room, Family room, Laundry room, Walk-in closet",NA,NA,"Fantastic New Price $399,000! Near Train and Town!"
40000909,71 La Grande Ave,7023,FANWOOD,NJ,40.63617,-74.389039,NA,4,3,1800,5514,1955,2018,1,NA,NA,NA,Forced air,NA,NA,NA,"Permits are approved and custom home is ready to be built to your specs. New construction from the foundation up. 4 beds with 3 full baths, master suite, full finished basement and custom kitchen with high end S/S appliances. "
,,,,,,,,,,,,,,,,,,,,,,
40000911,47 La Grande Ave,7023,FANWOOD,NJ,40.635658,-74.390072,NA,4,1.5,NA,17746,NA,NA,NA,NA,Garage - Attached,Gas,Forced air,NA,NA,NA,NA
40000913,35 La Grande Ave,7023,FANWOOD,NJ,40.635347,-74.390241,NA,2,1,850,6969,1950,NA,NA,NA,Garage - Attached,Gas,Forced air,Dining room,NA,NA,NA
40000914,31 La Grande Ave,7023,FANWOOD,NJ,40.635251,-74.390374,NA,2,2,850,6500,1955,NA,NA,NA,Garage - Attached,Gas,NA,"Family room, Laundry room",NA,NA,Beautiful well maintained Ranch. Nothing to do but move in. Updated kitchen with newer appliances. Completely remodeled full bathroom (2011). Seven year old roof. Hardwood floors. Finished basement with half bath. Large fenced in backyard with deck. Lowered taxes (won appeal 2012). Built-in garage with new opener. Fios ready/available. Just blocks from train commuter s dream.
40000916,23 La Grande Ave,7023,FANWOOD,NJ,40.63503,-74.390674,NA,2,1,NA,7384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000917,19 La Grande Ave,7023,FANWOOD,NJ,40.634939,-74.390816,NA,5,2,1770,7540,1945,NA,NA,NA,NA,NA,NA,"Family room, Laundry room, Dining room",NA,NA,NA
40000922,42 4th St,7023,FANWOOD,NJ,40.637956,-74.386734,NA,3,1,1260,4791,1920,NA,2,NA,Garage - Detached,Gas,Forced air,Dining room,NA,NA,"Charming colonial on quiet dead end street with path leading to LaGrande Park. Two blocks from train station & downtown. Features include high ceilings, original American chestnut millwork,"
40000923,48 4th St,7023,FANWOOD,NJ,40.637791,-74.386554,NA,3,1,NA,10598,1920,NA,2,NA,"Garage - Detached, Off-street",NA,NA,NA,NA,NA,NA
40000924,54 4th St,7023,FANWOOD,NJ,40.63762,-74.386363,NA,4,2,1525,5611,1920,NA,2,Park,Garage - Detached,Gas,"Baseboard, Radiant","Dining room, Family room, Pantry",NA,NA,NA
40000926,47 5th St,7023,FANWOOD,NJ,40.637649,-74.386864,NA,4,3,2000,7501,1999,NA,2,NA,"Garage - Attached, Off-street, On-street",NA,NA,"Dining room, Family room, Laundry room, Master bath, Pantry, Walk-in closet",NA,NA,NA
40000927,45 5th St,7023,FANWOOD,NJ,40.63778,-74.387006,NA,3,3,2700,2178000,1964,NA,NA,NA,Garage - Attached,Gas,NA,NA,NA,NA,"Not a typical short sale. Very well maintained 3 bedroom, 3 full bath colonial. Eat in kitchen with breakfast bar. Din. Room w/sliders to deck and bay window. Beautiful hard wood floors throughout. Full master bath w/bidet. The 4th bedroom was turned into a California closet. Furnace and hot water heater 2006. Central air. Pull down attic stairs. Custom deck with hot tub in yard. Finished basement with French drains. Large oversized attached garage with opener. Located on quiet cul-de-sac, near park, Fanwood train and shopping."
40000928,168 South Ave,7023,FANWOOD,NJ,40.638474,-74.38658,NA,4,3,1300,24305,1925,2005,2,NA,"Garage - Detached, Off-street",Gas,Baseboard,"Dining room, Family room, Laundry room, Master bath, Office, Recreation room, Workshop, Walk-in closet",NA,NA,NA
40000936,55 4th St,7023,FANWOOD,NJ,40.637845,-74.3859,NA,3,1.5,1144,5625,1930,2009,2,NA,Garage - Detached,Gas,Radiant,NA,NA,NA,"Immaculate colonial with tons of charm. Newer kitchen with maple cabinets, fireplace in living room, finished basement. Freshly painted interior and exterior. Beautiful front porch and rear deck. End of cul-de-sac location."
40000941,32 2nd St,7023,FANWOOD,NJ,40.639351,-74.385361,NA,2,1,896,3920,1945,NA,NA,NA,NA,NA,NA,"Laundry room, Dining room",NA,NA,"great unit in town close to everything. walk to train, shopping, school. use of bsmt with ldry hook ups. will be available for Feb 1st. will be out end of Jan. process of clean up and moving out. available 2/1/2014"
40000945,36 2nd St,7023,FANWOOD,NJ,40.639206,-74.385211,NA,2,1,896,2670,1948,NA,2,NA,Off-street,NA,NA,NA,NA,NA,"2 bedroom/1 bath home for rent available July 1st in Fanwood.  New kitchen, nice backyard, washer & dryer, basement for storage.  22 steps to Fanwood Train Station with service to NYC, 1/2 block to LaGrande Park.  McGinn School zoned.   Water and lawn service included.  Amazing location.  $2200."
40000946,36 2nd St,7023,Fanwood,NJ,40.639206,-74.385211,NA,2,1,NA,4108,NA,NA,2,NA,Off-street,Gas,Forced air,Dining room,NA,NA,"2 bedroom/1 bath home for rent available in Fanwood.  New kitchen, refinished hardwood floors, central air, nice backyard, washer & dryer, basement for storage.  Steps to Fanwood Train Station with service to NYC, 1/2 block to LaGrande Park.  McGinn School zoned.   Water and lawn service included.  Amazing location.  $2200."
40000951,52 2nd St,7023,FANWOOD,NJ,40.638965,-74.384958,NA,2,1,NA,2613,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great location steps to town, public transportation and park this has been updated and shows beautifully. New kitchen w/stainless steel appliances, granite counters and breakfast bar. Hardwood floors!"
40000953,199 La Grande Ave,7023,FANWOOD,NJ,40.638873,-74.384585,NA,2,1,NA,4269,1948,NA,2,NA,"Off-street, On-street",Gas,Forced air,Dining room,NA,NA,Renovated Pet friendly  2 bedroom  1 bath kitchen living room formal dining room  hardwood floors central air private basement 2 car parking walking distance to the train and more...
40000954,197 La Grande Ave,7023,FANWOOD,NJ,40.63882,-74.38466,NA,2,1,896,1742,1945,NA,NA,NA,On-street,Gas,Forced air,NA,NA,NA,NA
40000958,189 La Grande Ave,7023,FANWOOD,NJ,40.638665,-74.384887,NA,2,1,846,6934,1945,NA,2,NA,NA,Gas,Forced air,NA,NA,NA,"Beautiful and pristine end unit townhouse in great location!!  Lovely HWD floors in formal living, dining and bedrooms.  Freshly painted interior and tastefully decorated. Convenient blacktop  driveway to fit 2 cars.  Bright  and  airy sun room or den for all year round enjoyment.  Large level fenced in yard for swing sets, patio for your summer umbrella furniture ready for your BBQ parties. Sparkling kitchen with door to the backyard.  Large unfinished basement.  Central air.  Walk to NYC train, cross the street to wonderful LaGrande Park, nice stroll to downtown Fanwood.  Close to schools, shopping and all major highways.  Just so convenient to everything!!  No HOA FEES.  TOP SCHOOLS!!"
40000959,55 3rd St,7023,FANWOOD,NJ,40.638279,-74.385261,NA,4,2.5,NA,6882,1998,NA,2,NA,NA,Gas,Forced air,NA,NA,NA,"This beautiful four bedroom, two bath and one half bath Bi-Level house boasts fabulous updates done in 2012. It features a sun-filled, eat-in kitchen with granite counter tops and recently finished hardwood floors. The master bedroom suite has two large closets and a full bathroom. There is plenty of storage space as well. An attached two car garage and private backyard complete this lovely home. It is conveniently close to parks, schools, shopping and transportation."
40000960,49 3rd St,7023,FANWOOD,NJ,40.638449,-74.385446,NA,NA,NA,2012,5662,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000969,3 Old South Ave,7023,FANWOOD,NJ,40.642225,-74.381133,NA,3,2,NA,8710,1958,NA,1,NA,"Garage - Attached, Off-street",Other,NA,"Dining room, Laundry room",NA,NA,Ranch with full basement. Basement has door to garage and also steps to back yard and stairway to kitchen.
40000972,15 Old South Ave,7023,FANWOOD,NJ,40.642715,-74.38134,NA,NA,NA,NA,33541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000973,19 Old South Ave,7023,FANWOOD,NJ,40.642785,-74.380862,NA,NA,NA,NA,8250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Location, Location!! 3BR, 1.1 Bath Cape is short distance to Train,NYC bus; remodeled Kitchen w/ new SS Appliances, granite counter, tile backsplash DR can be 4th BR; quiet, low traffic street; large, very clean basement; 2nd floor is dormered in back, resulting in 2 large BRs; garage access direct from house"
40000974,21 Old South Ave,7023,FANWOOD,NJ,40.642989,-74.380904,NA,4,2,1819,8083,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great 2 family in move-in condition. Each apt. offers LR. DR. Kit, and 2 BR's. Situated on a large lot close to town and train. 2nd floor apt. has CAC. Laundry facilities in basement."
40000976,29 Old South Ave,7023,FANWOOD,NJ,40.643291,-74.380578,NA,3,1,1066,18252,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNDER CONTRACT Ranch on large lot. Needs updating. Close to town and train.
40000981,37 Old South Ave,7023,FANWOOD,NJ,40.643739,-74.379254,NA,3,1,1292,13350,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Super Clean Ranch! Great Starter. All Hardwood floors. Full size basement. Large Deep Yard. Central Air and Gas Heat. Appraised for $340,000 in fall of 2011.Close to train for commuters! Must See!"
40000984,37 Locust Ave,7023,FANWOOD,NJ,40.644033,-74.378533,NA,3,1.5,NA,9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonderful charm and detail are found throughout this beautiful Colonial.
40000990,55 Locust Ave,7023,FANWOOD,NJ,40.644636,-74.376993,NA,3,1.5,NA,7100,1960,NA,NA,NA,Garage - Attached,Gas,Forced air,NA,NA,NA,"Short distance to NYC train and bus. Taxes for next tax year will be reduced on July tax bill to approx. 7,200 as per tax assessor. Owner would like offers. Hardwood floors under carpet."
40000991,57 Locust Ave,7023,FANWOOD,NJ,40.644721,-74.376724,NA,3,1.5,1372,7919,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't miss this wonderful three bedroom, one and a half bath front to rear split level! Very close to the Fanwood train station. Awaiting your own personal touches!"
40000992,59 Locust Ave,7023,FANWOOD,NJ,40.644804,-74.376456,NA,3,2,1372,7840,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spacious Split level, 3 bedroom, 2 baths, finished basement, fenced yard, many upgrades."
40000998,71 Locust Ave,7023,FANWOOD,NJ,40.645198,-74.374684,NA,3,2,1600,9263,NA,NA,1,NA,Garage - Attached,Gas,Forced air,NA,NA,NA,NA
40000999,73 Locust Ave,7023,FANWOOD,NJ,40.6452,-74.374405,NA,3,1.5,1300,13000,1959,2008,2,NA,Garage - Attached,Gas,Forced air,"Family room, Laundry room, Master bath",NA,Scotch Plains Fanwood School District,superb location.Surrounded by the town of Scotchplains and two blocks from westfield two of the wealthiest towns in union county nj.commuters heaven.Train to newark and newyork within half a mile.Very frequents buses during commuting ours also within a walking distance.Small town with area of approx one square mile. 
40001001,471 South Ave,7023,FANWOOD,NJ,40.645319,-74.373892,NA,3,2,1392,10651,1960,NA,1,NA,Garage - Attached,NA,NA,NA,NA,NA,"This 3 bd, 1.5 bath starter home is perfect for anyone looking to customize, add on, or just move right in and enjoy! A blank cavas freshly painted, with refinished hard wood floors, and new flooring in the kitchen and family room, some of the other conveniences include a ground level  powder room and laundry , central air, and Pella sliders to a spacious deck overlooking an exceptionally huge yard! Surrounded by an elegant wrought iron fence, mature privacy trees and landscaping,this property provides a relaxing backdrop perfect for anyone who needs to be steps from the train , and nyc transportation  but appreciates coming home to the serenity of a park like setting! A move in ready opportunity affording every option for expansion, now or in the future in a wonderfully convenient location!"
