zpid 	 street 	 zipcode 	 city 	 state 	 latitude 	 longitude 	 price 	 bedrooms 	 bathrooms 	 finishedSqFt 	 lotSizeSqFt 	 yearBuilt 	 yearUpdated 	 numFloors 	 view 	 parkingType 	 heatingSources 	 heatingSystem 	 rooms 	 homeDescription 	 neighborhood 	 schoolDistrict 
40001746	115 Coriell Ave	07023	FANWOOD	NJ	40.634203	-74.382312	NA	3	2.0	NA	6969	1953	NA	NA	NA	Garage - Attached	Gas	Forced air	Dining room	NA	NA	NA
40001751	103 Coriell Ave	07023	FANWOOD	NJ	40.633902	-74.382612	NA	3	2.0	1634	7405	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	Warm and Inviting Move-In Cond Home in Great Location! Close To Train, Park and Heart Of Fanwood. Boasts: Spacious Rooms,Hwf Thruout, Updated Cac and Furn '04, Kit W/ Butcher Blk Counters (W/Potential As
40001763	101 King St	07023	FANWOOD	NJ	40.633358	-74.381354	NA	3	3.0	1609	32670	1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charming 3 BR/3 BA cape set on close to 3/4 acre of property. Beautifully refinished oak floors, freshly painted interior., Fabulous gourmet kitchen features a Bertazonni gas stove/oven, top of the line SS appliances, granite counter-tops and center island w/built-in microwave. Inviting living rm. boasts custom-designed Brazilian cherrywood flr. inlay, wood-buring fireplace and bay window. Separate Dining room includes built-in china cabinet. First flr. private spaces include full bath w/tub, spacious bedroom and smaller bedroom/office. Master bedroom w/sitting area, full bath and office complete the second flr.
40001766	125 King St	07023	FANWOOD	NJ	40.633259	-74.380397	NA	4	2.0	1986	8610	1960	NA	2	NA	Garage - Attached	Gas	Forced air	Dining room, Laundry room, Family room, Office, Sun room, Recreation room	NA	NA	NA
40001767	131 King St	07023	FANWOOD	NJ	40.633332	-74.380161	NA	4	2.0	1621	9546	1956	NA	2	NA	Garage - Attached, Off-street	Gas, Wood / Pellet	Forced air	Dining room, Family room, Laundry room, Master bath, Pantry, Recreation room, Workshop	Quiet and friendly	Scotch Plains Fanwood	Charming cape colonial with many extra amenities including custom wood blinds, crown molding, and chair rail.  Adorable and well maintained... Move Right IN! 

Neighborhood Description

Many updated single family homes on King Street with supportive neighbors.  Neighborhood garage sales, get togethers, and welcoming parties.  Many neighbors travel to NYC via NJ Transit only .64 miles away... train station is within walking distance.
40001768	174 Helen St	07023	FANWOOD	NJ	40.633484	-74.380574	NA	4	3.0	1572	8846	1966	NA	3	NA	Garage - Attached	NA	NA	NA	NA	NA	NA
40001771	154 Helen St	07023	FANWOOD	NJ	40.63377	-74.381147	NA	NA	NA	1940	8577	1954	NA	2	NA	Garage - Attached	NA	NA	NA	NA	NA	NA
40001774	140 Helen St	07023	FANWOOD	NJ	40.634133	-74.381701	NA	3	2.5	2320	8001	1953	NA	2	NA	Off-street	Gas	Forced air	Dining room, Family room, Office, Recreation room, Walk-in closet, Master bath, Sun room	NA	Scotch Plains-Fanwood	See more info: http://140helenst.ePropertySites.com\r\nBeautifully maintained split level home with a colonial feel. Gleaming hardwood floors, woodburning fireplace, new kitchen, and a screened porch are just a few things that make this a wonderful home. Situated on a corner lot, the large rear yard is fenced in. A wrap around deck completes the package.
40001776	110 Coriell Ave	07023	FANWOOD	NJ	40.633776	-74.381985	NA	4	2.5	1164	7279	1956	NA	3	NA	Garage - Attached	NA	NA	NA	NA	NA	This is the home you have been waiting for. A multi-level Split Level home with 4 bedrooms, 2.5 baths, finished basement, wood burning fireplace, sunroom off kitchen and a private wooded lot. So much to offer, come see for yourself!
40001777	104 Coriell Ave	07023	FANWOOD	NJ	40.633599	-74.382069	NA	4	2.5	1290	9814	1956	2006	NA	Park	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room, Office, Recreation room, Walk-in closet	NA	NA	NA
40001782	175 King St	07023	FANWOOD	NJ	40.634184	-74.378629	NA	4	4.0	1547	10576	1956	NA	1	Territorial	Garage - Attached	NA	NA	Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Recreation room, Workshop, Walk-in closet	NA	NA	Updated Ranch with versatile floor plan. 4 Bedrooms/4 full baths, great newly redone open country kitchen w/breakfast bar & separate eating area. Sliders to deck overlooking private backyard. Master Bedroom w/Bath & walk-in Closet. Hardwood Floors in all rooms. Finished basement has spacious rec room, office/bedrm, workshop area & laundry room plus ample storage Versatile open floor plan . Professionally landscaped &#13; &#13;
40001783	165 King St	07023	FANWOOD	NJ	40.63403	-74.378802	NA	4	3.0	NA	10434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charm abounds in this 3/4 BR, 3 Full Bath Custom Cape with Mother/Daughter possibilities. Large Country Kitchen, FDR, 1st fl. Family Room, MBR Suite, Finished Basement, CAC, &amp; a spacious Rear Deck.
40001785	14 Robin Rd	07023	FANWOOD	NJ	40.63442	-74.379238	NA	3	2.0	1888	9750	1958	NA	NA	NA	NA	NA	NA	NA	NA	Scotch Plains Fanwood School District	Pristline, Spacious, Master bath, large family room, Just painted inside and out,hard wood floors refinished, CAC, private yard .8 mi to train sta.
40001790	4 Robin Rd	07023	FANWOOD	NJ	40.635051	-74.38031	NA	3	2.0	2349	8383	1959	NA	1	NA	NA	NA	NA	NA	NA	NA	True flat ranch home located on a quiet tree lined street in a highly desirable neighborhood convenient to everything: top rated schools  w/ full day kindergarten  Park, shopping, downtown and restaurants! This sunny and bright home has a floor plan with a perfect layout for comfortable living. The foyer leads to a spacious living room which opens to the formal dining room and eat-in kitchen. This home boasts 3 bedrooms, 2 full baths, hardwood floors throughout, and central air conditioning. Features include a fenced, private yard, large double garage and roomy full-height basement. Just blocks to NYC transportation, it's a commuter's dream!!
40001798	153 Helen St	07023	FANWOOD	NJ	40.63422	-74.380944	NA	3	2.0	2000	7371	1952	NA	NA	NA	Garage - Attached	Gas	Forced air	NA	NA	NA	ADORABLE and TOTALLY UPDATED COLONIAL SPLIT WITH GREAT CURB APPEAL IN SOUGHT AFTER NEIGHBORHOOD!Blocks to train, park and schools in heart of Fanwood.Open floor plan with updated eat in kitchen with granite, stainless steel app,wine fridge and center island.Living rm w/fireplace,2 corner cabs,3 season sun porch,Cair,refinished hardwood floors,master suite includes bath,walk-in closet and office.Basement can be finished.Fenced in prof landscaped yard w/paver patio.GREAT HOME FOR ENTERTAINING.Picture perfect home for buyer seeking charming home, great location and completely move in ready. SEE VIRTUAL TOUR and FLOOR PLANS ON MEDIA.
40001809	7 Pandick Ct	07023	FANWOOD	NJ	40.633952	-74.379695	NA	4	2.5	2343	11325	1965	2011	2	NA	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room, Master bath, Pantry, Walk-in closet	NA	Scotch Plains - Fanwood	NA
40001814	17 Pandick Ct	07023	FANWOOD	NJ	40.634625	-74.380754	NA	4	3.0	1742	6750	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	TOTALLY RENOVATED COLONIAL NESTLED IN QUIET CUL-DE-SAC. NEAR NYC TRANSPORT TOWN, SCHOOLS & ALL. TOO MUCH TO MENTION! Completely remodeled in &#39;07 and Professionally landscaped, new heater, pump & fencing for inground pool; additional insulation & moldings in &#39;08. Great property with rear deck overlooking spacious back yard with separate area for heated Inground Pool &#13; &#13;
40001815	19 Pandick Ct	07023	FANWOOD	NJ	40.634815	-74.380568	NA	4	2.5	1566	75	1974	NA	2	NA	Garage - Attached	Gas	NA	NA	NA	NA	IMMACULATE COLONIAL LOCATED ON QUIET CUL-DE-SAC IN A WONDERFUL NEIGHBORHOOD!!!  BEAUTIFUL HARDWOOD FLOORS THROUGHOUT!!
40001816	146 2nd St	07023	FANWOOD	NJ	40.636931	-74.381365	NA	3	3.0	1938	4791	1948	2016	2	NA	Garage - Detached	Gas	Forced air	Dining room, Family room, Laundry room, Pantry, Recreation room	NA	NA	Warm and Inviting 3 BR, 2 Bath Colonial. LR w/fireplace,FDR,1st fl. FR and a large Kitchen and Breakfast Room. Many updates include new roof,siding,thermal windows,front steps, and landscaping.
40001822	167 Belvidere Ave	07023	FANWOOD	NJ	40.636107	-74.381595	NA	3	2.0	2012	4791	1949	1986	2	NA	Garage - Attached, Off-street	Gas	Forced air	Dining room, Family room, Master bath	NA	NA	Location, Location! Set upon a lovely street close to shopping and 1/2 mile to NYC transportation, this 3 bedroom, 2 bath updated colonial with eat-in-kitchen and sunny family room is sure to please. Both the kitchen and family room boast beautiful views as well direct access to the large deck. This welcoming home within the highly desirable McGinn school district features hardwood floors, fireplace, new roof (2015), gas heat (new furnace 1/2015), window treatments including new verticals in family room (5/2017), deck and paver patio and beautifully landscaped yard. Interior freshly painted and neutral stair and second floor carpeting (5/2017) over hardwood flooring. This wonderful home boasts oversized windows to let the sunlight in! There is a gas line to the included outdoor grill.
40001833	138 Burns Way	07023	FANWOOD	NJ	40.635461	-74.382665	NA	5	2.0	2200	6098	1929	NA	3	NA	Garage - Attached	Oil	NA	NA	NA	NA	Beautiful and spacious Colonial on Fabulous Street! Lots of updates! Charming archways, HWF, CAC '09, Liv. RM w/ fireplace and built-ins, First floor BR/Bath/Office and family room with window seat, Updated EIK 2014 w/ granite counters, SS appl., double oven, built-in bench w/ storage, skylights opens to deck and rear yard. Formal dining RM has built-ins and lovely moldings. Other amenities include: '15 Ext. painted, '09/11 most windows, '09 Paver patio in rear overlooking landscaped yard, updated bathrooms.  Storage shed is attached. Close to McGinn and Terrill, downtown Fanwood, Train and Lagrande Park. FULL DAY KINDERGARTEN IN 2015/16.
40001837	162 Burns Way	07023	FANWOOD	NJ	40.636155	-74.381999	NA	3	1.5	1172	4791	1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fantastic Block, Move-In Condition Home. Updated Bath, Eik W/ S/S/S and Appl, Maple Cabinets W/ Crown Molding and Granite Tops.  Charming Archways, Woodburn. Fp in Liv. Rm, Den W/ Bead Board Ceiling and Wall-To-Wall Windows, Updated Windows, Custom Blinds and Wood Floors Thruout, Central Air, Ceiling Fans, Wonderful Fin. Bsmt With W/W Carpeting and Rec. Lighting and Powder Rm. Walk-Up Attic, Paver Patio and Fenced-In Yard.  Close To Train, Thriving Downtown, McGinn Elem. and Terrill Middle Schools, Lagrande Park, Jcc, Ymca and More!
40001838	166 Burns Way	07023	FANWOOD	NJ	40.636269	-74.38189	NA	3	1.5	1422	5001	1988	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charming Colonial on quiet street in Fanwood. Close to town. Wood burning fireplace in living room. Hardwood floors. 1st floor laundry, gas heat, newer roof 2010.  Patio. Large eat in kitchen. Walk to NYC train and bus.
40001844	177 Coriell Ave	07023	FANWOOD	NJ	40.635932	-74.380643	NA	3	2.0	2066	15002	1971	NA	2	NA	Garage - Attached	Gas	Baseboard	Dining room, Family room, Laundry room, Pantry	NA	NA	NA
40001848	145 Coriell Ave	07023	FANWOOD	NJ	40.635101	-74.381438	NA	3	2.0	1200	6098	1952	NA	3	None	Garage - Attached	NA	NA	Dining room, Master bath, Walk-in closet	NA	NA	NA
40001850	135 Coriell Ave	07023	FANWOOD	NJ	40.634823	-74.381706	NA	3	2.0	1255	6098	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	Beautiful move in condition 3BR home with attractive moldings and details. Recent updates include: Main bath w/ whirlpool tub, kitchen w/ Thermador oven, HWF, tile in foyer and crown moldings.
40001853	134 Belvidere Ave	07023	FANWOOD	NJ	40.634947	-74.382036	NA	3	1.5	1500	6599	1950	NA	1	NA	Garage - Attached, Off-street, On-street	Gas	Forced air	Dining room, Family room	NA	Scotch Plains Fanwood School District	This ranch style home has been completely renovated so you can move right in. Updates include central air conditioning, high efficiency furnace, hot water heater, Anderson sliders, replaced roof and refinished hardwood floors. The stunning kitchen features glazed maple cabinets topped with granite countertops and a slate tile backsplash. High grade appliances include GE Profile stainless steel 5-burner gas range and dishwasher, and Marvel under counter wine cooler. Seeded glass display highlights your collections. The full bath has been remodeled with pedestal sink, subway tiled shower over tub and slate tile floor. The floor plan offers plenty of room to spread out, with three bedrooms, one and a half baths, a first floor family room, and basement recreation room and office.Conveniently located in a top notch Fanwood neighborhood near award winning McGinn School, downtown shopping and dining, LaGrande and Brookside parks and NYC transportation.
40001861	184 Belvidere Ave	07023	FANWOOD	NJ	40.636265	-74.380771	NA	3	2.0	1425	10018	1938	NA	2	NA	Garage - Detached	Gas	Other	Dining room	NA	Scotch Plains Fanwood	Charming and Move-in Ready Colonial on double lot in sought after neighborhood. Many updates: EIK w/granite counters, Viking range/oven, SS appliances, high ceiling with skylights, garden window w/ motorized blind, Anderson windows, and Cherry cabinets with plenty of storage. This lovely 3 BR homes exudes tons of charm with classic chestnut trim and HWF thruout, living room has a gas fireplace with a stunning stone facade, enclosed side porch has bead board ceilings and jalousie windows overlooks fantastic property. UPDATES INCLUDE: Kitchen, bathrooms, electric in main bath '15, boiler (2 YRS), invisible fence (a few months), slate walkway -'14 and LED lights in main bath -'15. Close to downtown Fanwood, train to NYC, McGinn Elem, School with FULL DAY KINDERGARTEN, JCC, YMCA and more.
40001863	174 Coriell Ave	07023	FANWOOD	NJ	40.635641	-74.380249	NA	4	2.0	1205	4791	1967	NA	NA	NA	NA	NA	NA	NA	NA	Scotch Plains Fanwood School District	Sunny and Cheerful! Petite at first glance this beautifully renovated home quickly reveals an abundance of warm and inviting living space.New upgrades include: Custom Kitchen, 2 Full Baths, Heating & Central A/C, Hardwood Floors throughout, Finished Basement, French Drain, New Roof, Landscaping. Located less than one mile from the Fanwood Train Station making an easy commute to NYC's Penn Station. This lovely home is fresh and ready for the personal touches that will make it your dream home! Taxes noted are 2013.
40001870	212 2nd St	07023	FANWOOD	NJ	40.635287	-74.379133	NA	4	2.0	2145	4791	1941	NA	2	NA	Garage - Attached	NA	NA	NA	NA	NA	Rear and side additions enhance this open floor plan. Upgraded kitchen opens to family room with vaulted ceiling and skylite. The Kitchen with cherry cabinets features top of the line appliances ie: Jennaire Electric Oven, Dacor 5 burner gas stove top/downdraft ventilation system and Asco dishwasher. Convenient office room outside of kitchen...living room with fireplace, BI bookshelves, crown molding and beautiful bay window combine with formal dining room. 1st floor bonus room can be used as den or 4th bedroom/vaulted ceiling and skylilte. Closet organizers throughout. Great entertaining home. New vinyl siding-maintenance free decking..McGinn elementary school has full day classes. Close to train, downtown shopping and schools.
40001873	224 2nd St	07023	FANWOOD	NJ	40.635046	-74.378693	NA	3	2.0	1308	5000	1942	2013	2	NA	Garage - Attached	Gas	Forced air	Dining room, Family room	NA	NA	NA
40001874	228 2nd St	07023	FANWOOD	NJ	40.634945	-74.378509	NA	3	3.0	1607	7501	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lovely Home -- Freshly Painted, W/Cozy Living Room, Formal Dining Room, Eat-In Kitchen, 3 Full Baths, Great Deck For Entertaining, Close To Train.
40001893	207 2nd St	07023	FANWOOD	NJ	40.635668	-74.379015	NA	3	1.5	1211	4791	1940	NA	NA	NA	Garage - Attached	Gas	Forced air	NA	NA	NA	Updated Colonial in a wonderful neighborhood, new white Kitchen w granite counter tops, glass tile backsplash, ceramic tile floor opens to large deck overlooking nice fenced yard  Refinished hardwood flooring, Living Room with a wood burning fireplace, sunny formal Dining Room.  Large Master Bedroom w/ a walk in closet, newer hall bath.  Finished basement with powder room, recessed lighting and laundry area. Washer, dryer and Refrigerator included. Central Air!! Low taxes!  Easy commute to Fanwood train station, LaGrande Park and the YMCA
